Id,Name,DistrictAssignedId,HasLegacyCP,DistrictId
39053USPU,Northwood High School,796,1,2400480DUS
39054USPU,Carbondale Community High School,,,0
39056USPU,The Dallas Academy,,,0
39058USPU,Great Lakes Academy,,,0
39062USPR,Blessed Trinity Catholic High School,,,0
39063USPR,Pope John Paul II High School,,1,0
39064CNPR,SMIC School,,1,0
39065USPR,The Bay School of San Francisco,,1,0
39066USPU,Tuscarora High School,3077,1,2400330DUS
39067CAPR,Ridley College,,1,0
39068USPR,The King's Christian School,,1,0
39069USPR,Paul VI Catholic High School,,,0
39071USPU,Westfield High School,240,1,5101260DUS
39072USPR,Prestonwood Christian Academy,441796,1,7803278DUS
39074USPR,Parkview Baptist School,,1,0
39076ZWPR,Harare International School of Zimbabwe,,1,0
39078USPR,Saint John's Catholic Prep,,,0
39080USPR,Saint Mark's High School,,,0
39081USPR,St. Thomas More Academy,,1,0
39082USPR,St. Elizabeth High School,,,0
39083USPU,Downtown College Prep,,,0
39084USPR,Dexter Southfield,,,0
39085USPU,Holy Spirit Preparatory School,,1,0
39086USPU,Our Lady of Mercy Catholic High School,,,0
39087USPR,Regis Jesuit High School Girls Division,002,1,7800034DUS
39088USPU,Abington Friends School,,1,0
39089USPU,Howe Military School,,1,0
39090USPU,Maggie L. Walker Governor's School,,1,0
39091USPU,Naviance Elementary School,039,1,7800033DUS
39094USPU,Andover High School,094,1,2703180DUS
39095USPR,The High School of St. Thomas More,,1,0
39096USPU,Nicholas Senn High School,609730,1,1709930DUS
39097BEPR,Antwerp International School,,,0
39098USPR,Asheville School,,1,0
39099MXPR,Greengates School,,1,0
39100USPU,Northeastern R.I.C.,,,0
39102USPU,Mid-Hudson R.I.C.,,,0
39103USPR,Rockford Christian School,,,0
39104USPR,Lutheran South Academy,,1,0
39105USPU,Tandem Friends School,,,0
39106USPR,The Sagemont School,,1,0
39108USPU,Deep Run High School,,1,0
39110USPU,Arnold O. Beckman High School,94,1,0640150DUS
39111USPR,Kehillah Jewish High School,,,0
39112USPU,East Palo Alto High School,,,0
39113USPU,Clovis East High,,1,0
39115USPR,Bishop Ready High School,,,0
39117USPR,La Salle High School,,1,0
39119USPU,Westerville Central High School,146183,1,3904504DUS
39121USPR,Grandview Preparatory School,,,0
39122USPR,The Bear Creek School - Upper School,,,7803032DUS
39123USPR,Bishop Blanchet High School,,,0
39125USPU,The Classical Academy Secondary,1630,1,0801920DUS
39126USPU,Legacy High School,70,1,0806900DUS
39127USPR,University of Denver High School (school is closed),,,0
39128USPU,James Irwin Charter High School,,1,0
39130USPU,Lake Norman High School,490335,,3702310DUS
39134JPPR,Seisen International School,,,0
39137USPU,Fairfield Ludlowe High School,60,1,0901530DUS
39138USPU,Naviance Academy,,,0
39140USPU,UCSD Extension High School,,,0
39141USPU,Forest Park High School,087,1,5103130DUS
39142USPU,Battlefield High School,029,1,5103130DUS
39143USPU,Freedom High School,030,1,5103130DUS
39145CRPR,British School of Costa Rica,,,0
39148CRPR,Marian Baker School,,,0
39149USPU,Providence Academy,,1,0
39150DEPR,International School of Dusseldorf,,,0
39151USPR,Donna Klein  Jewish Academy,,,0
39155USPU,Tester High School 222,,,0
39156USPU,Westview High School,,1,0
39157USPR,Gann Academy - The New Jewish High School,,,0
39158USPU,Steele Canyon High,,1,0
39161COPU,Colegio Karl C. Parrish School,,,0
39162USPU,The Roeper School,,1,0
39163AEPR,The American School of Dubai,,1,0
39165ECPR,Colegio Menor San Francisco de Quito,,,0
39167BDPR,American International School of Dhaka,,,0
39168HKPR,Canadian International School of Hong Kong,,1,0
39169AEPR,Rashid School for Boys,,1,0
39170UKPR,ACS Egham,,,0
39171CAPR,Lester B. Pearson College of the Pacific,,,0
39172VEPR,Rosa Moreno Educational Consultant Inc.,,,0
39173GHPR,Ghana International School,,1,0
39174CZPR,"International School of Prague, s.r.o.",,,0
39176USPR,Education Prep Inc.,,,0
39177KRPR,Korean Minjok Leadership Academy,,,0
39178KRPR,Hanyoung Foreign Language High School,,,0
39179HKPR,Island School,,1,7800036DHK
39180HKPR,King George V School,,1,7800036DHK
39182HKPR,Sha Tin College,,1,7800036DHK
39184USPU,North Star Academy Washington Park High School,NSAWPHS,,7802820DUS
39185USPR,Pope John XXIII High School,,1,0
39186CAPR,Collingwood School,,1,0
39187USPR,The Donoho School,,1,0
39189USPR,College-Bound Admissions Academy Inc.,,,0
39190USPR,Campus Bound,,,0
39191USPR,Claymon Consulting,,,0
39192USPU,IDEA College Preparatory Donna,108807001,1,7802527DUS
39193USPU,Sachem East High School,39193USPU,1,3625350DUS
39194USPU,Coral Glades High School,3861,,1200180DUS
39196USPU,High Technology High School,,1,3417500DUS
39197USPU,High Tech High International,785,1,7800053DUS
39198USPU,Christian Academy Of Louisville,,1,0
39199USPU,Canyon Crest Academy,915,1,0634380DUS
39200USPU,St. Ursula Academy,,,0
39201USPU,Vista Murrieta High School,,1,0
39202USPR,Regent Preparatory School of Oklahoma,,,0
39205USPU,Eagle Hill School,,1,0
39208USPU,Cherokee Trail High School,1551,1,0802910DUS
39210UKPR,Southbank International School,,,0
39211USPR,Wilmington Friends School,,,0
39212VIPR,Antilles School,,,0
39214KEPR,Rift Valley Academy,,,0
39215KRPR,Taejon Christian International School,,,0
39216USPU,Central Bucks High School-South,7790,1,4205310DUS
39218USPR,Seacrest Country Day School,,,0
39224USPU,North Port High School,1251,,1201680DUS
39225USPR,Training Center School- DELETE (mock school),,1,0
39227USPU,Archbishop Williams High School,,,0
39228CNPR,Yew Chung International School Shanghai,,1,0
39229CNPR,Suzhou Singapore International School,,1,7803059DCN
39230USPU,CTE Tester School,39230USPU,1,0
39231USPU,Thurgood Marshall Academy,,1,0
39232USPU,Fordham High School of the Arts,,,0
39233USPU,Queens High School of Teaching,,,0
39235USPU,Joann Levy Prewitt,,,0
39236USPR,Common App High School,,,0
39238USPU,Sports and Medical Sciences Academy,646511,1,0901920DUS
39242FRPR,International School of Nice,,,0
39244USPU,Mountain Vista High School,6165,1,0803450DUS
39246USPU,Lutheran High School South,,,0
39249USPU,Olathe Northwest High School,,,0
39250USPU,Rock Canyon High School,7435,1,0803450DUS
39251ECPR,Academia Cotopaxi,,,0
39254USPU,High Tech Los Angeles,,1,0
39257USPR,Dunbar Educational Consultants,,,0
39258USPU,Sonoran Science Academy Tucson,5,1,7802695DUS
39260USPU,The Geneva School,,,0
39262USPU,Educational Consulting & Tutoring Services,,,0
39263USPU,The Woodlands College Park High School,14,1,4815000DUS
39264USPR,Bradshaw Christian School,,1,0
39265USPR,Second Baptist School,,1,0
39266USPR,St. Joseph Catholic School,,,0
39267USPR,Holy Trinity Episcopal Academy,,1,0
39269USPU,The H-B Woodlawn Program,39,1,5100270DUS
39272USPU,Manhattan Comprehensive Night and Day H.S.,,,0
39273USPR,Beth Tfiloh Dahan Community High School,,,0
39274USPU,Ridgeview High School,,,0
39275USPR,Jemicy School,,1,0
39277TRPR,International School of Belgrade,,,0
39278USPR,Madison Christian School,,,0
39282USPR,Brownell-Talbot School,,1,0
39283USPR,School for Independent Learners,,,0
39284USPU,Summit Preparatory Charter High School,Summit Prep,,7802648DUS
39285USPR,Grand River Academy,,,0
39286USPU,International School of Indiana,,,0
39288USPR,Frankel Jewish Academy,,1,0
39289USPR,Principia Upper School,,,0
39290USPU,Nashua High School North,NHN,1,3304980DUS
39292USPU,Center for Community Career Education at UTC,,,0
39295USPU,Julian Charter School,18,,7803423DUS
39296USPR,Sacred Heart-Griffin High School,,,0
39297USPU,High School of American Studies at Lehman College,,,0
39298USPR,Cannon School,,1,0
39299USPU,Hopewell High School,600415,,3702970DUS
39300USPR,Gray Stone Day School,,1,0
39301USPR,College Admissions Consultants,,,0
39305USPU,Ralston Valley High School,7239,1,0804800DUS
39306USPU,Summit Ridge Middle School,8381,1,0804800DUS
39307PKPR,International School of Islamabad,,,0
39310USPU,Commonwealth Academy,,1,0
39311USPR,Broadwater Academy,,1,0
39314KRPR,Seoul International School,,1,0
39315USPR,Pomfret School,,,0
39316DEPR,Frankfurt International School,,,0
39319USPU,Bartram Trail High School,,,0
39321USPU,International Community School,,,0
39325NPPR,Lincoln School,,1,0
39326USPU,Peachtree Ridge High School,,,1302550DUS
39327USPU,Ensworth School,,,0
39328USPU,Riverbend High,510,1,5103640DUS
39333USPU,BUILD,,,0
39334USPU,Mohawk R.I.C.,,,0
39335SGPR,Australian International School,,1,0
39337SGPU,Chatsworth International School,,,0
39338SGPR,ISS International School Singapore,,1,0
39342USPU,St. Theodore Guerin High School,,,0
39343USPR,St. John's Northwestern Military Academy,,1,0
39346USPU,Tesoro High School,5,1,0607440DUS
39349USPU,Northview High School,,,1302280DUS
39350USPU,University Park Campus School,30,1,2513230DUS
39351USPU,Webster Thomas High School,261901060015,1,3630360DUS
39352USPU,South Carolina Governor's School for the Arts and Humanities,,1,7803339DUS
39353USPU,Charles Akins High School,227901017,1,4808940DUS
39356USPU,Westside High School,036,1,4823640DUS
39360CNPR,Western Academy of Beijing,,,0
39361USPR,The Cambridge School of Weston,,1,0
39362USPR,Providence Classical School,,,0
39365USPU,Briar Woods High School,BWH,1,5102250DUS
39366USPU,Freedom High School,FHS,1,5102250DUS
39369USPR,St. David's School,,,0
39371USPR,Springwood School,,,0
39372USPU,Park Vista Community High School,,,0
39373OMPR,The American International School of Muscat,,1,0
39375USPU,Foothill Technology High,foot,1,0640980DUS
39376AWPR,International School of Aruba,,,0
39378USPR,Sandra Steele,,,0
39383USPR,David Posnack Jewish Day School,,,0
39384USPR,Archbishop McCarthy High School,,,0
39385USPR,Monsignor Donovan Catholic High School,,,0
39386USPR,Bishop McLaughlin Catholic High School,,1,0
39387USPR,Christian Academy of Knoxville High School,,,0
39388USPU,Wye River Upper School,,,0
39391MXPR,John F. Kennedy School - The American School of Queretaro,,,0
39393USPU,Stoneleigh-Burnham School,,,0
39394USPU,Fr. Thomas Scecina Memorial High School,,1,0
39395USPR,Liberty Christian School,,1,0
39396USPR,Vermont Student Assistance Corp.  Outreach Programs,,1,0
39398USPU,Timber Creek High School,1631,1,1201440DUS
39400COPR,The Columbus School,,1,0
39401USPU,Pembroke High School,,,2509420DUS
39402USPU,North Little Rock High School - West Campus,,,0
39407SDPU,Khartoum International Community School,,,0
39409BRPR,Fulbright Commission - Rio,,,0
39410KRPR,Hankuk Academy of Foreign Studies,,,0
39411USPR,British International School of Washington,,,0
39412USPR,Dublin School,,,0
39414USPU,Porter Ridge High School,900342,1,3704620DUS
39415USPU,Cienega High School,,,0
39416USPU,Empire High School,,,0
39418EGPU,American International School in Egypt Main Campus,,1,7802769DAE
39419PLPR,American School of Warsaw,,1,0
39421VEPR,Colegio Internacional de Carabobo,,1,0
39422USPU,Basha High School,,1,0
39423USPU,Mountain View High School,027,1,5103660DUS
39424USPU,Hamilton County Adult High School,95,,4701590DUS
39425TRPR,Istanbul International Community School,,1,0
39426USPU,Northcoast Educational Consulting,,,0
39427INPR,Pathways Aravali,,,0
39430USPR,Saddleback Valley Christian School,,1,0
39431USPR,Red Lion Christian Academy,,1,0
39432USPR,SAR High School,,,0
39433USPU,Codman Academy,,1,0
39434USPR,Carlbrook School,,,0
39436USPU,Freedom High School,1662,1,1201440DUS
39440ITPR,American Overseas School of Rome,,,0
39441USPU,Palmetto Ridge High School,0493,1,1200330DUS
39442IDPR,Bandung Alliance Intercultural School,,,0
39443USPU,E. E. Waddell High School( SCHOOL CLOSED IN 2011),,1,3702970DUS
39447USPR,Leadership Enterprise for a Diverse America,,,0
39448KHPR,Northbridge International School Cambodia,,1,0
39449SAPR,The British International School of Jeddah,,1,0
39451USPU,Whitewater High School,0105,,1302130DUS
39452USPR,Admission Authority,,,0
39453USPU,Weddington High,900377,1,3704620DUS
39454USPR,Riverstone International School ,,,0
39455USPU,Silver Creek High School,45,,0805370DUS
39456USPR,JSerra Catholic High School,,1,0
39458INPR,Mahindra United World College of India,,,0
39460LKPR,Overseas School of Colombo,,1,0
39461BRPR,Pan American School of Bahia,,1,0
39463USPR,View Park Preparatory Accelerated Charter High School,101196,,0
39465USPU,John Paul II High School,,1,0
39467USPU,Tester 444,,,0
39468USPU,Sizer School,,,0
39469USPR,Lincoln School,,,0
39471UKPR,ACS Egham International School,,,0
39473USPU,Pickerington High School North,5102,1,3904689DUS
39475USPU,High Tech High Media Arts,783,1,7800053DUS
39476USPU,College Track - East Palo Alto,East Palo Alto,,7802689DUS
39478USPU,South County High School,420,1,5101260DUS
39479USPU,"Cristo Rey St. Martin College Prep (Waukegan, IL)",144319,1,7800050DUS
39480USPU,"High School for Math, Science and Engineering",,1,0
39482USPU,Marin School of Arts & Technology,,,0
39485CHPR,"TASIS, The American School in Switzerland",,1,0
39486PRPR,"TASIS, The TASIS School in Dorado",,1,0
39487USPU,James C. Enochs High School,Enochs,1,0625150DUS
39489DOPU,Carol Morgan School,,1,0
39492USPR,College Admissions Counseling Associates,,,0
39494USPU,Alpharetta High School,,,1302280DUS
39495USPU,Morton Ranch High School,9,,4825170DUS
39496USPU,Seven Lakes High School,10,,4825170DUS
39498USPR,Westminster Christian School,,1,0
39499NZPR,Auckland International College,,,0
39500USPR,Tempe Preparatory Academy,,1,0
39501USPR,Carol Gill Associates,,,0
39508USPU,Digital Harbor High School,416,1,2400090DUS
39509ECPU,InterAmerican Academy,,1,0
39510USPR,The Doane Stuart School,,1,0
39511USPR,Lake Mary Preparatory,,1,0
39512USPR,College Connections,,,0
39513USPU,Northridge High School,6364,1,0804410DUS
39514USPU,Amy Biehl Charter H.,,1,0
39516USPU,C.H.A.N.C.E.,,,0
39517USPU,Nichols College Funding,,,0
39518USPU,Somerset Academy Charter High,5221,1,7803260DUS
39521USPU,"Saint Martin de Porres High School (Cleveland, OH) ",365092,1,7800050DUS
39523USPU,Saint Joseph High School,,1,0
39524USPR,Seton Catholic High School,,,0
39525USPU,Thomas Carr Howe Community High School,5639,1,7802673DUS
39526USPR,Merit Academy,,,0
39527USPU,Union County Magnet High School,40,1,3418040DUS
39528USPR,Eton Academy,,,0
39532CAPR,Southridge School,,1,0
39533USPU,Communications High School,,1,3417500DUS
39534USPR,One-On-One College Consulting,,,0
39535USPU,EdMD,,1,0
39536USPU,Pitman High School (DUPLICATE),,,0
39537INPR,American School of Bombay,,1,0
39538USPU,First Graduate,,,0
39539USPU,Clarksburg High School,249,1,2400480DUS
39540USPU,"Arrupe Jesuit High School (Denver, CO)",060468,1,0
39541CNPR,International School of Tianjin,,,0
39542CHPR,International School Basel,,1,7803310DCH
39543KEPR,"The Aga Khan Academy, Mombasa",,,0
39546CNPU,Xiamen International School,,1,0
39547ROPR,American International School of Bucharest,,,0
39548USPR,College Counseling and Consulting,,,0
39549BHPR,Ibn Khuldoon National School,,1,0
39550VNPR,Int'l School Ho Chi Minh City,,,0
39552TRPR,Eyuboglu Educational Institutions,,,0
39553PSPR,Friends School - Ramallah / el-Bireh,,1,0
39555NLPR,The American School of The Hague,,1,0
39556AEPR,The Universal American School of Dubai,,1,0
39563CHPU,International School of Lausanne,,1,0
39564LUPU,International School of Luxembourg,,,0
39565FRPU,International School of Paris,,,0
39566NOPU,International School of Stavanger,,1,0
39575USPU,University High School of Science and Engineering,646711,1,0901920DUS
39576USPR,British International School of Houston,,1,0
39577USPU,University of Miami Global Academy,,,0
39578USPU,Fossil Ridge High School,70,1,0803990DUS
39579USPU,CollegeBound,,1,0
39580USPU,de Toledo High School,,,7803410DUS
39582USPU,Horizon Community Middle School,4100,1,0802910DUS
39583USPR,Portledge School,,,0
39584DEPR,Berlin International School,,1,0
39585DEPR,Black Forest Academy,,1,0
39587USPU,Montana Academy,,,0
39589USPR,Legacy Christian Academy,,1,0
39590USPR,The Harley School,,,0
39591USPR,Yes2College,,,0
39592USPU,Foreign Language Academy of Global Studies,,,0
39595CAPR,Stanstead College,,,0
39597USPU,Massachusetts Department of Education,,1,0
39598USPU,West Springfield High School -- FCPS Dev,150,1,7800042DUS
39599USPU,West Springfield High School -- FCPS Test,150,1,7800041DUS
39600USPU,South Lakes High School -- FCPS Test,320,1,7800041DUS
39601USPU,Glasgow Middle School -- FCPS Dev,101,1,7800042DUS
39609USPU,"New Explorations into Science, Technology and Math",,1,0
39613USPU,June Jordan School for Equity,,1,0
39614USPR,Madison Country Day School,,1,0
39615CAPR,Trinity College School,,1,0
39616USPU,Private Industry Council,,,0
39617USPU,Cooperative Educational Service,,,0
39621USPU,Academy of Information Technology & Engineering,1356411,1,0904320DUS
39622USPR,College Possible - St. Paul,39622USPR,1,7802526DUS
39624USPR,The Forman School,,,0
39626USPR,The Gow School,,,0
39627USPR,The Kildonan School,,,0
39628USPR,Oxford Academy,,,0
39630USPU,International High School,55,,3412690DUS
39632USPU,Camino Nuevo Charter Academy,,1,0
39633USPU,Competitive Edge College Consulting (Closed),,,0
39635USPU,Horizons-Upward Bound,,1,0
39636USPU,Barnegat High School,BHS,1,3416470DUS
39637USPU,Ocean County College,,,0
39638USPR,Jamie Dickenson,,1,0
39639SAPR,ISG - Dhahran High School,,1,0
39640USPU,Valley Oak High School,2,1,0626640DUS
39641USPR,Pinecrest Academy,,,0
39642USPR,Boston Trinity Academy,,1,0
39643USPR,Sharon Lack,,,0
39644USPU,Frederick Douglass Academy II,,,0
39646KRPR,Korea International School,,1,0
39647USPU,Trainer High School 1 -- FCPS,320,1,7800043DUS
39648USPU,Trainer High School 2 -- FCPS,150,1,7800043DUS
39649USPU,McKinley Technology High School,458,1,1100030DUS
39651PYPR,American School of Asuncion,,,0
39652USPU,All Can Excel Academy,,,0
39653USPU,Cesar Chavez Public Charter School - Capitol Hill,153,1,7803074DUS
39654USPU,Institute For Collaborative Education,,1,0
39655USPU,St. James Academy,8999,1,7803353DUS
39656USPU,The Bijou School,00470,1,0803060DUS
39657USPU,Brady Exploration School,0965,1,0804800DUS
39658USPR,Kim Mitchell Consultant,,,0
39659USPU,Eleanor Roosevelt High School,,,0
39661USPU,"Bergen County Technical School, Teterboro Campus",70,1,3401470DUS
39663USPU,Walter Payton College Preparatory High School,609680,1,1709930DUS
